siteid,amount,st
275,27,мебельсон
275,27,каталог
275,27,шкаф над вытяжкой
275,27,стол обеденный раскладной (прямая нога) с ящиком
275,27,шкаф купе альянс
275,27,комод км-01
275,27,3078
275,27,колибри
275,27,шкаф 20.02 соло
275,27,шкаф ск-9
275,27,шк - 11
275,27,кровать палермо-2
275,27,тумба для прихожей
275,27,стенка горка
275,26,диван малютка
275,26,орион
275,26,диван угловой премьер
275,26,кухонный шкаф
275,26,1.05
275,26,виктория-5
275,26,комод бася
275,26,мийа-2
275,26,двухдверные шкафы
275,26,изголовье
275,26,комод №5
275,26,диван виктория аккордеон
275,26,кухня софия микс
275,26,олимп комо
275,26,светильник
275,26,легенда 14
275,26,шкаф-купе бася
275,26,полка пн-3
275,26,5867
275,26,стол лик-5
275,26,шкаф вега
275,26,эдем
275,26,чебурашка
275,26,камелия
275,26,диван дельфин
275,26,лайм
275,26,пеленальный комод
275,26,кресло для отдыха кдо
275,25,угловой диван на кухню
275,25,кресла качалки
275,25,стеллаж с2
275,25,"\"лайк\""
275,25,31000
275,25,8788
275,25,альфа
275,25,спальный гарнитур бася и матрас optima (1600х2000 мм)
275,25,мишель
275,25,бася-2
275,25,ромашка
275,25,17000
275,25,стенка стиль-2
275,25,кровать дуэт
275,25,2645
275,25,6745
275,25,треви
275,25,шкафы двухстворчатые
275,25,гатчина
275,25,5675
275,25,столешница №134 тростник
275,25,пенал на кухню
275,25,3149
275,25,стойка для тв с-1 1400мм
275,25,стенка юниор
275,25,кровать-машинка romack kiddy
275,25,эко шкаф
275,25,1314
275,25,мечта - 2
275,25,эмма
275,25,волна
275,25,вешалка машенька
275,25,скай
275,25,стулья металлические
275,25,"компьютерный стол \"юпитер-м02\""
275,25,5.14
275,25,макарена комби
275,25,барон
275,25,вега 12
275,25,барный табурет
275,25,бортик
275,25,кровать венеция
275,25,адам 1
275,24,стул детский
275,24,кухни мдф
275,24,стенка денди
275,24,сборка
275,24,клайд
275,24,банка для специй
275,24,с подъемным механизмом
275,24,юлианна
275,24,стол стеклянный
275,24,шкаф в прихожую
275,24,матрас эко ппу
275,24,10783
275,24,фасад
275,24,шкаф бергамо
275,24,кухня орхидея
275,24,17687
275,24,межкомнатные двери
275,24,"тахта малютка 0,8"
275,24,палермо-2
275,24,ванна
275,24,кресло вега
275,24,мебель из ротанга
275,24,бабочки
275,24,шкафы для ванной
275,24,подвесное кресло
275,24,полки навесные
275,24,детская тахта
275,24,5.10
275,24,угловой диван со спальным местом
275,24,камин
275,24,кровать одинарная
275,24,двери купе
275,24,угловой стол компьютерный
275,24,атлантида 5
275,24,кухонный
275,24,кухня виола
275,24,6210
275,24,гармония 1
275,24,прихожая-купе ника 2
275,24,поло
275,24,спейс
275,23,"диван \"конкурент\""
275,23,3885
275,23,кроватка детская
275,23,мойки
275,23,стол детский
275,23,банкетка мягкая ск-080
275,23,диван умка
275,23,5598
275,23,жаннет
275,23,каркас
275,23,валерия
275,23,табурет барный
275,23,диван-кровать 2-х ярусная новая
275,23,стол компьютерный №3
275,23,диван сиена-м
275,23,899
275,23,лас вегас
275,23,ск-1
275,23,матрас special porcos
275,23,������� ����� ������
275,23,мини-стенка
275,23,фриз
275,23,гарантия
275,23,угловые
275,23,кухонный уголок омега
275,23,модуль
275,23,шкаф купе альянс 1000
275,23,диваны аккордеон
275,23,пенал для кухни
275,23,шкаф купе угловой
275,23,комод №2
275,23,мд 1.04
275,23,со 8.02
275,23,шкаф металл
275,23,диван кухонный
275,23,шкаф-купе белый фортуна
275,23,н66
275,23,шкаф купе элегия
275,23,вешалка настенная уют 2
275,23,лофт 2
275,23,гостиная евро
275,23,спайдер
275,23,угловой диван атланта
275,23,вега 16
275,23,прихожая комфорт
275,23,7150
275,23,распродажа
275,23,кровать массив 900х2000
275,23,5
275,23,кухни массив
275,23,леонардо
275,22,шкаф купе рио
275,22,1707
275,22,комод онега
275,22,матрас optima (независимые пружины) (800х1600 мм)
275,22,версаль
275,22,4050
275,22,чехол
275,22,кушетка сламбер
275,22,вега-16
275,22,тахта детская
275,22,скамья для прихожей с ящиком (мягкая)
275,22,кресло-кровать конрад 800
275,22,диван-книжка кордон-флок
275,22,модена
275,22,"дельфин 1,6"
275,22,шкаф комбинированный дебют-5
275,22,спальня фиеста
275,22,грация
275,22,1828
275,22,виктория шкаф
275,22,варяг
275,22,комод к-6
275,22,вишня
275,22,либерти
275,22,лорд
275,22,комод к-1
275,22,шкаф для обуви
275,22,кровать амели
275,22,книжка
275,22,кресло квадро
275,22,2039
275,22,749
275,22,800х1900 матрас
275,22,элементы кухни
275,22,кровать с подъёмным механизмом
275,22,навесная полка
275,22,23000
275,22,матрас optima mix
275,22,4157
275,22,детские кроватки
275,21,диван комо
275,21,комод дуэт-3
275,21,диван аккордеон массив 1500
275,21,угловой шкаф купе
275,21,матрас 800х1600 мм
275,21,скамья угловая со спальным местом
275,21,анкона
275,21,диван кровать №2
275,21,6946
275,21,марта 7
